EXTRACT_DE,ORG_CAR_MAKER_KOR,TRVL,USE_YEAR
20200401,토요타,181000,10.7
20200401,폭스바겐,224000,11.9
20240501,미니,162000,13.1
20200201,BMW,218000,13.5
20210701,닛산,190000,10.7
20190901,닛산,162000,11.0
20200301,닛산,181000,10.9
20150901,벤츠,221000,14.2
20191201,아우디,218000,12.7
20161201,아우디,196000,12.7
20180601,혼다,202000,11.4
20200501,인피니티,208000,11.8
20230801,마쯔다,126000,12.8
20210801,토요타,198000,11.5
20230601,벤츠,223000,14.2
20190901,BMW,221000,13.9
20240601,벤츠,222000,14.8
20231201,아큐라,236000,10.3
20230501,벤츠,218000,14.8
20180701,아우디,190000,12.0
20171201,폭스바겐,186000,11.3
20221101,BMW,210000,14.2
20221001,렉서스,227000,16.4
20151101,토요타,211000,11.5
20160701,렉서스,223000,11.0
20191001,혼다,207000,11.7
20161001,토요타,186000,14.6
20190101,혼다,211000,12.0
20210501,인피니티,193000,12.9
20240401,BMW,225000,14.8
20180901,폭스바겐,192000,11.2
20180201,아우디,186000,12.4
20220601,토요타,215000,11.4
20210801,아우디,208000,13.0
20180801,아큐라,233000,10.8
20200601,혼다,205000,12.3
20221001,폭스바겐,217000,12.6
20220601,인피니티,200000,14.0
20210501,뷰익,169000,9.8
20230401,혼다,210000,14.7
20220901,미니,156000,11.7
20190801,렉서스,234000,13.1
20160901,아우디,198000,14.3
20161001,BMW,208000,13.5
20150701,혼다,164000,12.8
20210401,닛산,182000,10.5
20200501,혼다,216000,12.5
20171101,렉서스,229000,11.8
20181001,토요타,188000,10.7
20211101,폭스바겐,212000,12.5
20210501,폭스바겐,214000,12.2
20231001,벤츠,225000,14.5
20220501,랜드로버,242000,13.3
20240201,사브,174000,17.7
20170901,BMW,220000,13.2
20231201,폭스바겐,214000,13.2
20220501,미쓰비시,125000,16.0
20181101,크라이슬러,182000,12.9
20170201,폭스바겐,196000,10.8
20180701,BMW,217000,14.1
20210401,사브,200000,17.0
20181201,아우디,195000,11.7
20160401,아큐라,153000,6.2
20211101,아큐라,219000,12.3
20220501,렉서스,233000,15.6
20170301,벤츠,235000,14.9
20220101,BMW,224000,14.8
20170801,BMW,206000,13.6
20160901,닷지,263000,18.5
20230201,크라이슬러,215000,14.9
20230201,인피니티,202000,13.3
20210401,토요타,206000,12.1
20210601,폭스바겐,213000,12.3
20161001,사이언,120000,8.8
20151201,토요타,204000,14.1
20190501,캐딜락,163000,12.8
20211001,아큐라,190000,11.3
20160401,벤츠,238000,14.8
20220101,마쯔다,110000,5.9
20200101,푸조,190000,12.4
20220901,아우디,203000,12.8
20180301,BMW,222000,14.2
20230901,시트로엥,173000,10.6
20210801,BMW,220000,14.6
20201201,렉서스,219000,14.6
20220501,인피니티,206000,13.3
20211101,사브,180000,19.5
20221101,아큐라,123000,16.5
20190101,토요타,175000,12.3
20220701,렉서스,224000,15.7
20170801,렉서스,206000,12.1
20180601,사브,179000,14.2
20170401,렉서스,226000,11.2
20191001,캐딜락,184000,12.9
20170401,Chevrolet,181000,10.5
20221001,포드,202000,12.8
20230301,뷰익,130000,20.3
20170501,닛산,162000,9.0
20180601,크라이슬러,174000,13.0
20230601,닷지,201000,16.3
20200401,크라이슬러,192000,13.4
20190401,머큐리,174000,17.8
20210801,다이하쓰,128000,10.9
20230201,Chevrolet,135000,18.8
20191001,렉서스,227000,13.8
20220701,닷지,193000,18.4
20220901,아큐라,160000,11.2
20210301,아큐라,346000,10.0
20151201,크라이슬러,197000,12.3
20230901,포드,186000,13.0
20240401,혼다,212000,15.0
20200301,포드,192000,12.8
20160601,닷지,223000,14.6
20190601,지프,227000,14.1
20160501,Chevrolet,326000,11.3
20181201,포드,200000,13.4
20180901,뷰익,110000,9.6
20151101,닛산,182000,10.4
20221101,마쯔다,148000,11.7
20171201,머큐리,234000,18.9
20161101,링컨,187000,12.8
20220701,다이하쓰,152000,10.2
20200601,아큐라,190000,14.5
20171101,크라이슬러,196000,12.2
20230101,스즈키,135000,11.6
20240301,미니,164000,13.5
20220501,사이언,201000,6.8
20200701,폭스바겐,209000,11.2
20190701,인피니티,194000,11.1
20200901,미니,168000,9.9
20230601,볼보,232000,15.4
20150901,마쯔다,203000,14.3
20160201,사브,183000,15.7
20230101,크라이슬러,190000,14.8
20191201,피아트,262000,15.2
20200201,혼다,215000,12.3
20240301,머큐리,150000,6.2
20190601,크라이슬러,191000,13.4
20220601,사이언,182000,15.4
20191201,폭스바겐,193000,11.3
20150801,닷지,240000,16.4
20220901,크라이슬러,193000,14.4
20190201,닷지,262000,17.8
20161201,머큐리,200000,13.0
20170401,지프,276000,15.0
20160901,GEO,200000,12.8
20240101,링컨,207000,13.4
20181201,뷰익,177000,11.2
20170301,새턴,186000,9.9
20210301,렉서스,224000,14.6
20170401,아큐라,299000,5.1
20220401,인피니티,201000,14.0
20181101,사브,179000,15.6
20160801,랜드로버,215000,12.2
20200501,닛산,186000,10.3
20200801,볼보,210000,14.5
20220201,미니,162000,12.5
20230101,푸조,203000,11.7
20191101,인피니티,183000,11.1
20150801,캐딜락,253000,12.7
20171001,폭스바겐,190000,11.4
20230901,지프,228000,14.3
20180401,GMC,150000,9.2
20210301,미니,128000,11.2
20191201,미니,148000,11.1
20220701,미니,156000,11.9
20190801,미니,166000,10.7
20190701,미니,138000,11.5
20160601,미니,107000,8.3
20160301,미니,111000,8.5
20170501,미니,148000,9.1
20200901,스바루,151000,9.5
20160401,토요타,201000,14.9
20171201,볼보,206000,15.1
20230601,아큐라,189000,15.4
20160201,폭스바겐,184000,11.3
20230101,시트로엥,140000,8.3
20230201,시트로엥,152000,8.7
20230401,시트로엥,167000,9.8
20210901,시트로엥,153000,7.9
20240401,시트로엥,174000,10.1
20240201,시트로엥,189000,10.5
20211001,시트로엥,114000,8.6
20210301,시트로엥,126000,14.5
20200501,시트로엥,104000,5.8
20210801,크라이슬러,211000,14.1
20180401,크라이슬러,195000,12.9
20200601,크라이슬러,193000,13.4
20231001,크라이슬러,219000,15.0
20230501,지프,223000,14.3
20160201,링컨,203000,13.0
20191001,링컨,187000,12.8
20161001,링컨,233000,12.3
20200201,링컨,180000,12.1
20210901,링컨,192000,12.9
20220901,링컨,195000,13.1
20200801,포드,184000,12.1
20171101,링컨,188000,12.1
20200301,링컨,185000,14.2
20190501,시트로엥,160000,15.1
20211201,포르쉐,205000,12.9
20201001,포르쉐,168000,12.3
20231201,포르쉐,164000,13.9
20150801,벤츠,222000,14.4
20190201,지프,276000,13.8
20180101,지프,243000,14.7
20190301,캐딜락,189000,13.9
20210901,캐딜락,206000,14.2
20151001,캐딜락,150000,11.7
20190101,캐딜락,185000,12.6
20200201,캐딜락,150000,13.5
20180401,캐딜락,203000,13.2
20190401,캐딜락,197000,11.7
20220201,캐딜락,196000,15.6
20230701,캐딜락,187000,14.2
20200701,캐딜락,181000,12.7
20181001,캐딜락,214000,13.3
20151101,푸조,203000,11.0
20180101,푸조,190000,11.3
20210301,푸조,204000,12.2
20211201,푸조,204000,12.6
20180701,푸조,188000,11.2
20230401,푸조,202000,13.3
20170901,푸조,215000,10.0
20220701,포르쉐,176000,16.1
20211201,닷지,214000,17.3
20230401,닷지,230000,15.7
20160701,지프,285000,17.3
20180901,지프,218000,14.2
20240101,피아트,231000,8.8
20211201,사브,212000,16.6
20231201,사브,226000,18.5
20190201,사브,176000,16.2
20190701,사브,194000,15.3
20200301,사브,206000,16.6
20190901,사브,194000,16.0
20201001,사브,188000,17.3
20200501,사브,215000,18.3
20200701,사브,218000,17.2
20190801,사브,187000,16.2
20170301,사브,210000,17.4
20161101,사브,200000,17.1
20200201,사브,235000,17.9
20150701,푸조,162000,12.6
20190101,닷지,232000,19.7
20170401,닷지,153000,14.7
20151001,사브,186000,15.6
20220401,시트로엥,156000,5.9
20150901,지프,224000,15.1
20170501,캐딜락,143000,13.3
20170901,캐딜락,202000,11.5
20171101,닷지,242000,18.1
20240301,피아트,223000,9.8
20200601,피아트,204000,6.2
20210201,피아트,120000,15.8
20170501,포르쉐,139000,13.1
20230101,재규어,199000,10.0
20210701,재규어,197000,11.1
20231001,재규어,189000,12.1
20180201,재규어,153000,13.4
20170701,재규어,165000,13.6
20240201,재규어,197000,10.8
20190701,볼보,205000,14.7
20181101,볼보,210000,14.6
20200401,볼보,217000,14.9
20150801,볼보,201000,15.7
20231101,볼보,214000,15.8
20170501,렉서스,234000,12.5
20220201,재규어,197000,12.7
20200901,벤틀리,123000,12.8
20230801,벤틀리,162000,14.5
20160201,재규어,181000,14.5
20231201,랜드로버,228000,12.5
20200101,랜드로버,275000,16.2
20231001,랜드로버,235000,12.7
20221001,랜드로버,213000,13.7
20191201,랜드로버,222000,15.8
20200701,랜드로버,227000,13.3
20210401,랜드로버,249000,15.8
20200301,마세라티,134000,13.7
20150801,랜드로버,153000,11.7
20200501,랜드로버,194000,14.9
20151201,랜드로버,290000,13.3
20180501,재규어,138000,9.6
20230901,FOTON,266000,7.3
20200801,마세라티,133000,5.2
20240301,마세라티,162000,10.1
20230701,마세라티,139000,7.2
20220401,마세라티,101000,5.8
20240201,마세라티,134000,7.3
20230201,포르쉐,210000,14.1
20160901,인피니티,185000,9.1
20230801,인피니티,207000,14.5
20230401,인피니티,203000,14.4
20161001,인피니티,146000,9.2
20201001,인피니티,182000,12.1
20160701,인피니티,130000,8.2
20211001,인피니티,184000,12.5
20190101,인피니티,214000,11.0
20190401,인피니티,165000,10.7
20170501,인피니티,183000,9.0
20161201,인피니티,193000,8.9
20220801,마세라티,103000,13.8
20160501,재규어,179000,13.3
20191001,재규어,188000,9.3
20171001,인피니티,174000,10.0
20240501,포르쉐,201000,13.7
20220101,포르쉐,207000,14.6
20230601,스바루,248000,12.0
20210701,스바루,233000,10.4
20180501,스바루,171000,7.2
20240601,스바루,205000,12.4
20220601,스바루,188000,10.5
20170601,스바루,102000,6.1
20240301,스바루,249000,12.5
20210201,스바루,238000,8.3
20210801,포르쉐,167000,14.4
20220401,미쓰비시,196000,12.6
20180701,미쓰비시,174000,11.8
20170201,미쓰비시,128000,11.1
20200701,미쓰비시,227000,13.6
20220601,북기은상,100000,6.4
20200601,포르쉐,145000,10.6
20190601,스마트,205000,14.3
20230101,스마트,166000,15.0
20231101,스즈키,204000,16.8
20180601,미쓰비시,185000,12.7
20240501,스마트,148000,18.1
20220701,사이언,139000,16.5
20210701,스마트,205000,15.9
20240601,Chevrolet,328000,12.3
20150701,Chevrolet,165000,8.6
20210401,스마트,133000,16.5
20230401,스마트,130000,15.2
20231101,스마트,161000,15.1
20180501,포르쉐,151000,11.5
20230901,마이바흐,138000,17.3
20200101,스마트,130000,11.8
20170501,이스즈,127000,21.6
20151101,이글,229000,17.9
20170701,이글,146000,20.2
20220301,Chevrolet,251000,25.8
20161201,Chevrolet,192000,17.0
20161201,이스즈,110000,20.2
20170901,시트로엥,208000,21.6
20231001,란치아,289000,27.3
20161101,란치아,148000,19.2
20190101,Chevrolet,195000,23.9
20180701,뷰익,120000,21.8
20220901,뷰익,300000,26.2
20201001,뷰익,174000,24.1
20161001,이글,159000,21.3
20171201,이글,203000,22.6
20171201,Chevrolet,309000,22.8
20160901,시트로엥,141000,21.0
20231001,Chevrolet,168000,24.0
20171101,Chevrolet,188000,22.5
20150801,머큐리,205000,21.9
20200301,머큐리,238000,24.8
20170601,머큐리,242000,22.8
20171201,스마트,175000,14.2
20190301,알파로메오,133000,10.1
20190201,다이하쓰,125000,9.7
20180601,플리머스,159000,16.2
20240601,마쯔다,115000,22.8
20240201,미쓰비시,154000,17.7
20191001,머큐리,113000,19.1
20230501,Chevrolet,215000,12.7
20180801,Chevrolet,125000,16.5
20230701,다이하쓰,165000,14.5
20151001,마쯔다,138000,17.6
20180201,닷지,259000,16.0
20180701,볼보,201000,13.9
20211201,크라이슬러,221000,14.6
20190201,재규어,205000,12.2
20160501,포드,190000,13.3
20180901,포드,191000,13.3
20200901,볼보,228000,15.6
20201201,아큐라,184000,8.5
20160901,BMW,223000,14.7
20210301,닷지,189000,15.6
20240501,BMW,222000,14.6
20210201,토요타,188000,11.7
20190401,벤츠,213000,13.5
20220101,미니,156000,11.3
20220801,BMW,197000,12.6
20180701,벤츠,222000,14.0
20210801,이스즈,147000,19.2
20170201,크라이슬러,182000,12.4
20150901,렉서스,203000,10.8
20240401,폭스바겐,223000,13.8
20171201,크라이슬러,167000,12.1
20231101,벤츠,225000,14.6
20220801,혼다,211000,14.1
20220401,Chevrolet,130000,22.5
20180901,닷지,190000,17.4
20190101,닛산,180000,10.1
20220801,머큐리,150000,16.6
20240501,렉서스,220000,16.5
20160701,혼다,186000,9.1
20181001,혼다,190000,11.1
20200201,포드,185000,11.8
20180401,렉서스,240000,12.2
20201101,렉서스,243000,14.6
20230701,혼다,215000,14.9
20180501,포드,199000,13.9
20200601,토요타,182000,11.6
20161101,볼보,191000,14.1
20240601,아우디,210000,14.0
20160101,지프,206000,13.9
20210701,인피니티,192000,12.8
20210301,토요타,189000,10.5
20220401,폭스바겐,222000,12.6
20181101,BMW,215000,14.0
20180801,포드,186000,13.4
20161201,아큐라,238000,10.3
20161001,랜드로버,231000,11.8
20161201,링컨,169000,12.2
20240501,닛산,174000,12.5
20230701,벤츠,214000,14.4
20171101,BMW,205000,13.9
20171201,토요타,212000,11.9
20181101,닛산,170000,9.0
20200701,토요타,216000,11.8
20240301,아우디,206000,13.6
20210901,미쓰비시,193000,11.9
20230601,BMW,216000,14.5
20220301,폰티악,140000,5.7
20220901,폭스바겐,213000,12.6
20160701,폭스바겐,180000,9.9
20240101,포르쉐,268000,13.5
20210101,아우디,203000,12.8
20210701,토요타,174000,11.1
20221201,BMW,218000,14.4
20170401,폭스바겐,202000,10.3
20220601,혼다,206000,13.8
20240201,인피니티,200000,14.4
20160801,벤츠,226000,14.8
20230501,혼다,213000,14.8
20230101,토요타,211000,12.1
20201001,포드,198000,12.9
20211001,토요타,201000,11.0
20190201,BMW,213000,13.8
20200701,벤츠,219000,14.3
20190701,폭스바겐,207000,11.2
20191101,렉서스,236000,13.4
20151001,폭스바겐,169000,10.8
20171101,벤츠,224000,13.6
20210201,아큐라,365000,8.8
20210201,폭스바겐,200000,11.8
20170301,재규어,237000,10.2
20181001,아우디,200000,12.9
20170801,토요타,179000,11.9
20200901,닛산,157000,10.0
20201201,혼다,209000,13.2
20190901,토요타,176000,9.7
20240201,볼보,218000,15.1
20190101,벤츠,216000,13.8
20231001,푸조,197000,12.7
20211001,렉서스,235000,15.0
20230501,아우디,204000,13.4
20180601,Chevrolet,168000,10.1
20221001,BMW,214000,14.2
20221201,벤츠,225000,14.5
20201201,닛산,177000,10.5
20240501,토요타,180000,10.8
20170701,볼보,200000,15.9
20211001,폭스바겐,207000,12.5
20180701,혼다,185000,10.5
20180201,혼다,192000,10.9
20221001,닛산,189000,11.7
20190201,토요타,187000,10.4
20170301,BMW,231000,13.9
20211001,포드,187000,12.8
20220801,닛산,217000,11.1
20190701,마쯔다,418000,12.8
20190601,폭스바겐,201000,11.0
20230501,BMW,214000,14.4
20210501,벤츠,222000,14.4
20211201,아큐라,154000,17.6
20151101,재규어,278000,10.5
20181001,폭스바겐,201000,11.1
20201201,링컨,201000,13.9
20240601,BMW,222000,15.3
20240401,볼보,236000,15.4
20240601,토요타,196000,11.6
20210701,아우디,198000,13.8
20200401,Chevrolet,234000,19.2
20170401,푸조,182000,9.4
20200601,폭스바겐,201000,11.8
20180101,BMW,221000,14.9
20180201,토요타,193000,10.6
20200201,토요타,184000,10.2
20211101,렉서스,239000,15.3
20200301,렉서스,249000,13.7
20220401,포르쉐,163000,14.4
20181001,렉서스,207000,12.9
20200101,토요타,191000,10.5
20180801,폭스바겐,182000,11.0
20191201,푸조,213000,11.9
20201001,BMW,209000,13.9
20160501,폭스바겐,192000,10.4
20230601,마쯔다,151000,11.2
20240201,사이언,217000,17.1
20210101,사브,166000,17.0
20230301,스즈키,181000,9.4
20210901,닛산,194000,11.3
20160501,크라이슬러,189000,11.8
20220101,다이하쓰,136000,14.8
20210901,폭스바겐,207000,12.1
20231201,푸조,207000,13.0
20180901,아우디,197000,12.1
20220201,아큐라,178000,13.3
20240401,아큐라,291000,12.4
20200301,아큐라,163000,10.6
20200901,크라이슬러,198000,13.6
20171101,아우디,209000,12.7
20240201,포르쉐,185000,14.9
20210501,미니,165000,11.8
20180401,재규어,184000,13.7
20221201,사이언,114000,14.2
20181001,마쯔다,171000,12.5
20200401,재규어,188000,9.9
20160701,사이언,112000,6.5
20180301,지프,224000,14.4
20170801,폰티악,123000,17.7
20180101,포드,185000,13.0
20190301,포드,193000,13.8
20210401,Chevrolet,290000,17.5
20200201,닛산,155000,10.5
20160601,크라이슬러,184000,12.2
20190901,미쓰비시,146000,9.6
20240401,지프,212000,14.4
20220401,마쯔다,148000,12.8
20220201,닛산,177000,11.3
20190601,GMC,280000,9.2
20210701,머큐리,210000,7.7
20170901,스바루,175000,13.5
20181001,폰티악,274000,5.9
20200901,포르쉐,195000,10.6
20170901,아우디,188000,12.8
20180801,닷지,214000,19.5
20170601,미쓰비시,142000,12.4
20150901,Chevrolet,254000,17.2
20200801,미니,172000,12.0
20210501,닛산,178000,11.0
20211201,포드,179000,12.7
20171101,지프,179000,17.0
20240201,스즈키,197000,12.9
20160501,지프,240000,14.7
20191101,미쓰비시,139000,14.3
20171001,렉서스,208000,13.3
20180601,스바루,248000,12.9
20240501,인피니티,209000,14.6
20210201,아우디,201000,12.7
20221101,랜드로버,215000,13.3
20160601,아우디,220000,12.5
20240501,아우디,208000,14.3
20190801,캐딜락,186000,13.3
20220401,벤츠,227000,15.4
20160101,혼다,162000,9.7
20191201,아큐라,162000,9.3
20160401,닷지,199000,15.1
20240601,닷지,224000,16.0
20181201,미쓰비시,196000,10.1
20230901,Chevrolet,274000,18.1
20151201,재규어,181000,9.3
20160301,캐딜락,265000,14.5
20170701,폰티악,179000,5.9
20171201,인피니티,189000,9.4
20160401,새턴,200000,8.8
20200501,미쓰비시,187000,13.1
20230801,새턴,180000,10.0
20230701,지프,200000,14.6
20200901,링컨,214000,11.8
20191001,아큐라,201000,12.2
20171201,랜드로버,165000,13.0
20211001,닛산,181000,11.2
20210701,GMC,123000,18.3
20180501,이글,230000,22.5
20210501,닷지,207000,19.1
20210601,랜드로버,258000,17.0
20170501,벤츠,248000,14.2
20170701,미쓰비시,156000,8.8
20161201,지프,223000,14.5
20220401,폰티악,142000,10.8
20150801,BMW,227000,13.4
20220401,미니,146000,12.4
20170601,미니,161000,7.8
20150901,토요타,209000,16.0
20170301,미니,128000,8.3
20230601,인피니티,203000,13.8
20180801,스바루,315000,12.3
20210901,지프,237000,15.3
20161001,스마트,140000,6.0
20151101,아우디,193000,13.1
20231001,시트로엥,172000,7.6
20230701,시트로엥,124000,10.5
20180901,시트로엥,129000,6.0
20211101,시트로엥,123000,7.3
20180701,크라이슬러,193000,13.0
20190901,크라이슬러,197000,12.7
20230601,크라이슬러,215000,15.0
20211101,크라이슬러,208000,14.1
20180301,크라이슬러,196000,13.5
20171001,크라이슬러,175000,12.1
20221201,크라이슬러,203000,14.7
20240501,지프,231000,14.3
20181101,링컨,169000,13.3
20180301,링컨,193000,12.5
20240501,링컨,205000,13.0
20210601,링컨,191000,12.8
20180401,링컨,201000,11.3
20210201,포드,187000,12.1
20200101,포드,193000,12.8
20221101,링컨,219000,12.6
20240401,링컨,212000,13.0
20150701,링컨,236000,12.8
20220601,시트로엥,262000,8.6
20190101,포르쉐,138000,10.7
20160201,지프,202000,15.8
20200601,지프,232000,13.2
20170201,지프,214000,13.8
20161001,지프,178000,10.8
20180601,포드,192000,12.7
20201101,캐딜락,189000,14.0
20220101,캐딜락,174000,15.0
20211101,캐딜락,193000,15.0
20190701,캐딜락,217000,15.1
20161001,캐딜락,188000,11.3
20200501,캐딜락,186000,12.0
20200901,캐딜락,178000,14.1
20210701,캐딜락,212000,12.7
20150901,캐딜락,186000,15.8
20240101,캐딜락,176000,14.0
20160401,아우디,202000,14.1
20190301,푸조,195000,11.9
20151001,푸조,173000,10.0
20160501,푸조,184000,12.2
20200901,푸조,206000,12.2
20210101,푸조,211000,12.3
20200401,푸조,205000,12.1
20240401,푸조,200000,13.6
20161101,포르쉐,133000,16.0
20200901,닷지,199000,14.9
20181001,지프,237000,12.7
20220901,피아트,133000,6.8
20230901,피아트,130000,8.6
20240201,피아트,260000,6.9
20240501,캐딜락,189000,13.6
20200101,사브,186000,16.7
20210301,사브,180000,17.6
20181201,사브,211000,16.1
20181001,사브,223000,16.6
20210601,사브,180000,17.3
20180701,사브,175000,15.1
20160101,사브,185000,15.0
20160601,사브,228000,16.4
20180601,푸조,184000,11.3
20160901,지프,224000,15.9
20210801,닷지,202000,13.3
20160901,링컨,195000,12.7
20160701,링컨,197000,12.5
20191101,사브,237000,17.4
20210601,시트로엥,113000,6.6
20230401,캐딜락,210000,13.0
20230501,피아트,136000,9.0
20230701,피아트,203000,9.0
20220501,피아트,185000,17.5
20210401,재규어,208000,11.4
20220501,재규어,176000,11.8
20190401,재규어,156000,12.8
20221101,재규어,187000,11.5
20221201,재규어,185000,11.7
20210901,재규어,196000,12.3
20200101,볼보,192000,14.8
20161201,볼보,222000,13.5
20231001,볼보,219000,15.2
20190101,볼보,216000,14.5
20160801,렉서스,222000,12.0
20220901,벤틀리,185000,12.0
20220801,벤틀리,134000,11.9
20221001,재규어,191000,12.2
20220101,벤틀리,241000,13.5
20180301,벤틀리,133000,8.2
20161201,재규어,179000,13.3
20160701,랜드로버,253000,13.8
20230801,랜드로버,255000,13.5
20220801,랜드로버,189000,11.1
20230701,랜드로버,225000,11.6
20210901,랜드로버,235000,15.6
20190201,랜드로버,275000,15.7
20171001,랜드로버,261000,13.3
20170101,랜드로버,195000,15.5
20180501,랜드로버,315000,15.3
20160501,랜드로버,196000,13.3
20180601,재규어,229000,12.9
20160101,재규어,123000,10.5
20240401,마세라티,160000,7.1
20170301,인피니티,169000,9.3
20231201,인피니티,212000,14.7
20190501,인피니티,172000,10.0
20181201,인피니티,191000,10.9
20181101,인피니티,170000,10.5
20170901,인피니티,164000,9.0
20201101,인피니티,218000,12.8
20200101,인피니티,193000,12.1
20170401,재규어,137000,10.4
20151201,인피니티,123000,7.5
20180601,포르쉐,313000,12.3
20230401,스바루,248000,11.4
20160901,스바루,110000,6.0
20201001,스바루,192000,9.1
20230901,스바루,241000,12.4
20200501,스바루,238000,8.3
20181001,스바루,265000,8.2
20220101,스바루,130000,10.5
20240201,닛산,189000,12.8
20170601,닛산,147000,10.4
20220501,포르쉐,245000,16.1
20201201,포르쉐,142000,10.8
20160801,닛산,161000,8.9
20151101,포르쉐,119000,7.3
20191001,포르쉐,162000,11.2
20240501,미쓰비시,177000,13.8
20161101,미쓰비시,108000,7.6
20170801,미쓰비시,154000,14.3
20231001,미쓰비시,174000,12.7
20210101,미쓰비시,160000,12.9
20151201,미쓰비시,132000,12.6
20200801,미쓰비시,133000,11.1
20230801,미쓰비시,141000,13.3
20220101,미쓰비시,189000,12.8
20230201,북기은상,176000,5.6
20231101,북기은상,112000,6.2
20240101,북기은상,103000,6.2
20240601,북기은상,103000,7.3
20211201,마세라티,111000,5.4
20230301,마이바흐,245000,18.8
20230301,스마트,184000,14.8
20150901,스마트,358000,10.3
20201001,스마트,229000,12.2
20171101,미쓰비시,148000,14.0
20181201,포르쉐,134000,11.3
20220201,스마트,174000,12.7
20180401,랜드로버,208000,16.4
20200301,미쓰비시,239000,18.8
20160101,폰티악,128000,19.2
20190201,폰티악,123000,21.3
20200401,이글,133000,22.6
20190501,이스즈,177000,25.3
20210201,스즈키,184000,23.3
20220101,Chevrolet,311000,20.9
20161001,피아트,153000,22.2
20160501,란치아,111000,18.7
20200901,란치아,232000,24.2
20210101,란치아,289000,23.2
20211001,란치아,187000,24.7
20210801,이글,190000,25.2
20191001,Chevrolet,189000,24.6
20151001,Chevrolet,200000,20.7
20150901,시트로엥,121000,17.3
20180901,Chevrolet,215000,22.7
20221001,올즈모빌,153000,26.5
20201101,Chevrolet,201000,23.4
20181001,머큐리,108000,26.8
20210901,머큐리,167000,26.2
20170101,머큐리,177000,18.0
20161001,머큐리,167000,24.0
20170901,머큐리,233000,22.8
20191201,미쓰비시,177000,17.6
20200901,마쯔다,151000,18.1
20170601,오펠,155000,13.7
20240401,스즈키,123000,15.9
20240401,Chevrolet,201000,16.5
20180701,스마트,115000,9.5
20220701,알파로메오,147000,13.5
20190801,마쯔다,172000,11.1
20200301,스즈키,135000,9.8
20190801,알파로메오,157000,9.8
20160501,피아트,104000,15.1
20150701,르노,136000,7.2
20160101,미쓰비시,210000,15.3
20240101,머큐리,180000,21.3
20240401,다이하쓰,179000,12.7
20220301,스즈키,156000,11.0
20240501,스즈키,114000,14.8
20160101,마쯔다,152000,14.8
20160601,이스즈,233000,15.2
20220501,마쯔다,142000,21.7
20190701,스마트,100000,7.5
20201001,재규어,191000,11.3
20220301,BMW,223000,14.7
20181201,BMW,217000,14.5
20230401,렉서스,220000,15.9
20170301,혼다,197000,10.4
20220501,벤츠,230000,15.0
20190801,아우디,189000,12.2
20200701,BMW,212000,13.5
20220201,포드,196000,12.3
20221201,머큐리,130000,14.9
20180301,뷰익,185000,5.8
20230201,닷지,180000,17.3
20160201,볼보,207000,14.9
20221201,토요타,195000,11.7
20190601,아우디,211000,13.1
20231001,인피니티,205000,14.7
20170401,혼다,174000,10.4
20161001,아큐라,197000,12.6
20170601,포드,196000,12.9
20211201,볼보,221000,15.1
20231201,토요타,208000,12.1
20230301,폭스바겐,221000,13.2
20160401,렉서스,193000,11.0
20210201,혼다,219000,13.3
20210801,포드,193000,12.8
20200901,토요타,184000,10.5
20181101,혼다,214000,11.6
20151101,폰티악,250000,15.8
20170601,닷지,234000,19.0
20191001,벤츠,213000,13.3
20201101,혼다,209000,13.0
20211201,GMC,150000,13.0
20211201,아우디,200000,13.0
20190201,혼다,212000,11.1
20160301,볼보,214000,15.8
20211101,지프,222000,14.4
20190501,지프,236000,15.3
20191201,포드,178000,12.9
20201101,BMW,219000,13.9
20210701,포드,198000,13.0
20200901,포드,200000,12.5
20220501,포드,204000,12.3
20160301,토요타,204000,13.0
20210401,지프,246000,14.6
20150701,볼보,222000,13.9
20160801,지프,199000,17.5
20161101,벤츠,244000,13.7
20190701,지프,231000,14.7
20151001,포드,202000,13.3
20180401,토요타,192000,11.0
20180801,마쯔다,123000,8.8
20220801,폭스바겐,206000,12.4
20151101,혼다,178000,10.3
20220201,닷지,186000,14.0
20200101,캐딜락,182000,13.1
20231001,BMW,222000,14.4
20190601,포드,184000,13.3
20201101,닷지,174000,17.1
20240401,아우디,213000,14.3
20210201,렉서스,230000,14.4
20180301,마쯔다,311000,6.7
20240301,볼보,216000,15.1
20181201,폭스바겐,193000,11.5
20210901,혼다,222000,13.5
20230301,토요타,203000,12.5
20170701,폭스바겐,187000,10.2
20200601,닛산,178000,10.0
20220301,폭스바겐,219000,12.2
20240301,폭스바겐,224000,13.6
20170201,닛산,177000,8.2
20180601,토요타,206000,12.2
20210601,닛산,161000,11.2
20230801,토요타,191000,11.6
20220701,아우디,201000,13.4
20200701,미니,158000,10.5
20190401,사브,194000,15.2
20221001,포르쉐,194000,14.0
20220301,벤츠,229000,15.0
20211001,아우디,211000,13.1
20220101,혼다,209000,13.5
20220401,BMW,221000,14.9
20171001,토요타,169000,11.2
20191201,닛산,158000,9.5
20170301,볼보,198000,14.9
20220901,BMW,204000,13.1
20191101,토요타,183000,11.3
20151201,아우디,194000,12.9
20180101,캐딜락,175000,13.4
20190301,아우디,199000,12.1
20240201,GMC,122000,17.8
20230901,벤츠,227000,14.3
20240101,렉서스,219000,16.8
20230901,미쓰비시,134000,13.3
20171101,폭스바겐,183000,10.0
